244	540009	1058418
245	535478	1062319
246	531406	1067132
247	526989	1071256
248	522369	1074957
249	518028	1079226
250	513936	1084016
251	509198	1087440
252	504609	1091163
253	500702	1096365
254	496565	1101078
255	492338	1105602
256	487914	1109682
257	483382	1113506
258	479127	1117963
259	475133	1123043
260	470987	1127778
261	466700	1132180
262	462904	1137793
263	458648	1142295
264	454325	1146630
265	450253	1151609
266	446179	1156600
267	442233	1161945
268	438152	1166960
269	434257	1172495
270	430281	1177842
271	426320	1183255
272	422189	1188224
273	418247	1193748
274	413637	1197372
275	409182	1201429
276	404782	1205642
277	400597	1210499
278	396200	1214723
279	391515	1218046
280	387086	1222148
281	382670	1226283
282	378665	1231752
283	374517	1236777
284	370318	1241657
285	366321	1247236
286	362113	1252127
287	357774	1256573
288	353322	1260619
289	348925	1264856
290	344599	1269347
291	340503	1274705
292	336234	1279438
293	332103	1284717
294	327829	1289464
295	323244	1292976
296	318788	1296989
297	314231	1300568
298	310013	1305547
299	305890	1310960
300	301661	1315943
301	297443	1320998
302	293016	1325133
303	288682	1329690
304	284125	1333202
305	279637	1337015
306	275389	1341979
307	270971	1346118
308	266458	1349764
309	262051	1353932
310	257707	1358423
311	253167	1361869
312	248696	1365648
313	244230	1369434
314	239805	1373428
315	235226	1376507
316	230767	1380253
317	226494	1385099
318	222231	1390035
319	217887	1394481
320	213597	1399283
321	209392	1404674
322	205184	1410098
323	200781	1414200
324	196404	1418479
325	192060	1422992
326	187732	1427638
327	183295	1431451
328	178857	1435218
329	174510	1439709
330	170190	1444433
331	165773	1448334
332	161269	1451424
333	156885	1455548
334	152411	1458794
335	148040	1462984
336	143777	1468275
337	139486	1473322
338	135234	1478857
339	130834	1482792
340	126501	1487483
341	122188	1492440
342	117841	1497020
343	113416	1500588
344	108983	1503966
345	104671	1509008
346	100340	1513837
347	95993	1518439
348	91629	1522796
349	87269	1527209
350	82925	1531933
351	78586	1536801
352	74267	1542148
353	69943	1547506
354	65614	1552886
355	61256	1557677
356	56892	1562356
357	52494	1566080
358	48092	1569559
359	43719	1573916
360	39361	1578851
361	34985	1583097
362	30614	1587599
363	26247	1592323
364	21872	1596658
365	17492	1600559
366	13118	1604817
367	8749	1609885
368	4376	1615054
369	0	1620578
